Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module tb_top.uut.rom.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Block Memory Generator module tb_top.uut.ram.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Tiempo | addr        | valid ready | wstrb | tx_req | tx_data
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:51
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:84
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
             4685000 | 00000010 |   1     0   |  0000   |   0    |   00
             4695000 | 00000010 |   1     1   |  0000   |   0    |   00
             4705000 | 00000010 |   0     0   |  0000   |   0    |   00
             4715000 | 00000018 |   1     0   |  1111   |   0    |   00
             4725000 | 00000018 |   1     1   |  1111   |   0    |   00
             4735000 | 00000018 |   0     0   |  1111   |   0    |   00
             4755000 | 00000014 |   1     0   |  0000   |   0    |   00
             4765000 | 00000014 |   1     1   |  0000   |   0    |   00
             4775000 | 00000014 |   0     0   |  0000   |   0    |   00
             4795000 | 00000018 |   1     0   |  0000   |   0    |   00
             4805000 | 00000018 |   1     1   |  0000   |   0    |   00
             4815000 | 00000018 |   0     0   |  0000   |   0    |   00
             4825000 | 00000018 |   1     0   |  1111   |   0    |   00
             4835000 | 00000018 |   1     1   |  1111   |   0    |   00
             4845000 | 00000018 |   0     0   |  1111   |   0    |   00
             4865000 | 00000008 |   1     0   |  0000   |   0    |   00
             4875000 | 00000008 |   1     1   |  0000   |   0    |   00
             4885000 | 00000008 |   0     0   |  0000   |   0    |   00
             4905000 | 0000000c |   1     0   |  0000   |   0    |   00
             4915000 | 0000000c |   1     1   |  0000   |   0    |   00
             4925000 | 0000000c |   0     0   |  0000   |   0    |   00
             4945000 | 00000010 |   1     0   |  0000   |   0    |   00
             4955000 | 00000010 |   1     1   |  0000   |   0    |   00
             4965000 | 00000010 |   0     0   |  0000   |   0    |   00
             4975000 | 00000018 |   1     0   |  1111   |   0    |   00
             4985000 | 00000018 |   1     1   |  1111   |   0    |   00
             4995000 | 00000018 |   0     0   |  1111   |   0    |   00
             5015000 | 00000014 |   1     0   |  0000   |   0    |   00
             5025000 | 00000014 |   1     1   |  0000   |   0    |   00
             5035000 | 00000014 |   0     0   |  0000   |   0    |   00
             5055000 | 00000018 |   1     0   |  0000   |   0    |   00
             5065000 | 00000018 |   1     1   |  0000   |   0    |   00
             5075000 | 00000018 |   0     0   |  0000   |   0    |   00
             5085000 | 00000018 |   1     0   |  1111   |   0    |   00
             5095000 | 00000018 |   1     1   |  1111   |   0    |   00
             5105000 | 00000018 |   0     0   |  1111   |   0    |   00
             5125000 | 00000008 |   1     0   |  0000   |   0    |   00
             5135000 | 00000008 |   1     1   |  0000   |   0    |   00
             5145000 | 00000008 |   0     0   |  0000   |   0    |   00
             5165000 | 0000000c |   1     0   |  0000   |   0    |   00
             5175000 | 0000000c |   1     1   |  0000   |   0    |   00
             5185000 | 0000000c |   0     0   |  0000   |   0    |   00
             5205000 | 00000010 |   1     0   |  0000   |   0    |   00
             5215000 | 00000010 |   1     1   |  0000   |   0    |   00
             5225000 | 00000010 |   0     0   |  0000   |   0    |   00
             5235000 | 00000018 |   1     0   |  1111   |   0    |   00
             5245000 | 00000018 |   1     1   |  1111   |   0    |   00
             5255000 | 00000018 |   0     0   |  1111   |   0    |   00
             5275000 | 00000014 |   1     0   |  0000   |   0    |   00
             5285000 | 00000014 |   1     1   |  0000   |   0    |   00
             5295000 | 00000014 |   0     0   |  0000   |   0    |   00
             5315000 | 00000018 |   1     0   |  0000   |   0    |   00
             5325000 | 00000018 |   1     1   |  0000   |   0    |   00
             5335000 | 00000018 |   0     0   |  0000   |   0    |   00
             5345000 | 00000018 |   1     0   |  1111   |   0    |   00
             5355000 | 00000018 |   1     1   |  1111   |   0    |   00
             5365000 | 00000018 |   0     0   |  1111   |   0    |   00
             5385000 | 00000008 |   1     0   |  0000   |   0    |   00
             5395000 | 00000008 |   1     1   |  0000   |   0    |   00
             5405000 | 00000008 |   0     0   |  0000   |   0    |   00
             5425000 | 0000000c |   1     0   |  0000   |   0    |   00
             5435000 | 0000000c |   1     1   |  0000   |   0    |   00
             5445000 | 0000000c |   0     0   |  0000   |   0    |   00
             5465000 | 00000010 |   1     0   |  0000   |   0    |   00
             5475000 | 00000010 |   1     1   |  0000   |   0    |   00
             5485000 | 00000010 |   0     0   |  0000   |   0    |   00
             5495000 | 00000018 |   1     0   |  1111   |   0    |   00
             5505000 | 00000018 |   1     1   |  1111   |   0    |   00
             5515000 | 00000018 |   0     0   |  1111   |   0    |   00
             5535000 | 00000014 |   1     0   |  0000   |   0    |   00
             5545000 | 00000014 |   1     1   |  0000   |   0    |   00
             5555000 | 00000014 |   0     0   |  0000   |   0    |   00
             5575000 | 00000018 |   1     0   |  0000   |   0    |   00
             5585000 | 00000018 |   1     1   |  0000   |   0    |   00
             5595000 | 00000018 |   0     0   |  0000   |   0    |   00
             5605000 | 00000018 |   1     0   |  1111   |   0    |   00
             5615000 | 00000018 |   1     1   |  1111   |   0    |   00
             5625000 | 00000018 |   0     0   |  1111   |   0    |   00
             5645000 | 00000008 |   1     0   |  0000   |   0    |   00
             5655000 | 00000008 |   1     1   |  0000   |   0    |   00
             5665000 | 00000008 |   0     0   |  0000   |   0    |   00
             5685000 | 0000000c |   1     0   |  0000   |   0    |   00
             5695000 | 0000000c |   1     1   |  0000   |   0    |   00
             5705000 | 0000000c |   0     0   |  0000   |   0    |   00
             5725000 | 00000010 |   1     0   |  0000   |   0    |   00
             5735000 | 00000010 |   1     1   |  0000   |   0    |   00
             5745000 | 00000010 |   0     0   |  0000   |   0    |   00
             5755000 | 00000018 |   1     0   |  1111   |   0    |   00
             5765000 | 00000018 |   1     1   |  1111   |   0    |   00
             5775000 | 00000018 |   0     0   |  1111   |   0    |   00
             5795000 | 00000014 |   1     0   |  0000   |   0    |   00
             5805000 | 00000014 |   1     1   |  0000   |   0    |   00
             5815000 | 00000014 |   0     0   |  0000   |   0    |   00
             5835000 | 00000018 |   1     0   |  0000   |   0    |   00
             5845000 | 00000018 |   1     1   |  0000   |   0    |   00
             5855000 | 00000018 |   0     0   |  0000   |   0    |   00
             5865000 | 00000018 |   1     0   |  1111   |   0    |   00
             5875000 | 00000018 |   1     1   |  1111   |   0    |   00
             5885000 | 00000018 |   0     0   |  1111   |   0    |   00
             5905000 | 00000008 |   1     0   |  0000   |   0    |   00
             5915000 | 00000008 |   1     1   |  0000   |   0    |   00
             5925000 | 00000008 |   0     0   |  0000   |   0    |   00
             5945000 | 0000000c |   1     0   |  0000   |   0    |   00
             5955000 | 0000000c |   1     1   |  0000   |   0    |   00
             5965000 | 0000000c |   0     0   |  0000   |   0    |   00
             5985000 | 00000010 |   1     0   |  0000   |   0    |   00
             5995000 | 00000010 |   1     1   |  0000   |   0    |   00
             6005000 | 00000010 |   0     0   |  0000   |   0    |   00
             6015000 | 00000018 |   1     0   |  1111   |   0    |   00
             6025000 | 00000018 |   1     1   |  1111   |   0    |   00
             6035000 | 00000018 |   0     0   |  1111   |   0    |   00
             6055000 | 00000014 |   1     0   |  0000   |   0    |   00
             6065000 | 00000014 |   1     1   |  0000   |   0    |   00
             6075000 | 00000014 |   0     0   |  0000   |   0    |   00
             6095000 | 00000018 |   1     0   |  0000   |   0    |   00
             6105000 | 00000018 |   1     1   |  0000   |   0    |   00
             6115000 | 00000018 |   0     0   |  0000   |   0    |   00
             6125000 | 00000018 |   1     0   |  1111   |   0    |   00
             6135000 | 00000018 |   1     1   |  1111   |   0    |   00
             6145000 | 00000018 |   0     0   |  1111   |   0    |   00
             6165000 | 00000008 |   1     0   |  0000   |   0    |   00
             6175000 | 00000008 |   1     1   |  0000   |   0    |   00
             6185000 | 00000008 |   0     0   |  0000   |   0    |   00
             6205000 | 0000000c |   1     0   |  0000   |   0    |   00
             6215000 | 0000000c |   1     1   |  0000   |   0    |   00
             6225000 | 0000000c |   0     0   |  0000   |   0    |   00
             6245000 | 00000010 |   1     0   |  0000   |   0    |   00
             6255000 | 00000010 |   1     1   |  0000   |   0    |   00
             6265000 | 00000010 |   0     0   |  0000   |   0    |   00
             6275000 | 00000018 |   1     0   |  1111   |   0    |   00
             6285000 | 00000018 |   1     1   |  1111   |   0    |   00
             6295000 | 00000018 |   0     0   |  1111   |   0    |   00
             6315000 | 00000014 |   1     0   |  0000   |   0    |   00
             6325000 | 00000014 |   1     1   |  0000   |   0    |   00
             6335000 | 00000014 |   0     0   |  0000   |   0    |   00
             6355000 | 00000018 |   1     0   |  0000   |   0    |   00
             6365000 | 00000018 |   1     1   |  0000   |   0    |   00
             6375000 | 00000018 |   0     0   |  0000   |   0    |   00
             6385000 | 00000018 |   1     0   |  1111   |   0    |   00
             6395000 | 00000018 |   1     1   |  1111   |   0    |   00
             6405000 | 00000018 |   0     0   |  1111   |   0    |   00
             6425000 | 00000008 |   1     0   |  0000   |   0    |   00
             6435000 | 00000008 |   1     1   |  0000   |   0    |   00
             6445000 | 00000008 |   0     0   |  0000   |   0    |   00
             6465000 | 0000000c |   1     0   |  0000   |   0    |   00
             6475000 | 0000000c |   1     1   |  0000   |   0    |   00
             6485000 | 0000000c |   0     0   |  0000   |   0    |   00
             6505000 | 00000010 |   1     0   |  0000   |   0    |   00
             6515000 | 00000010 |   1     1   |  0000   |   0    |   00
             6525000 | 00000010 |   0     0   |  0000   |   0    |   00
             6535000 | 00000018 |   1     0   |  1111   |   0    |   00
             6545000 | 00000018 |   1     1   |  1111   |   0    |   00
             6555000 | 00000018 |   0     0   |  1111   |   0    |   00
             6575000 | 00000014 |   1     0   |  0000   |   0    |   00
             6585000 | 00000014 |   1     1   |  0000   |   0    |   00
             6595000 | 00000014 |   0     0   |  0000   |   0    |   00
             6615000 | 00000018 |   1     0   |  0000   |   0    |   00
             6625000 | 00000018 |   1     1   |  0000   |   0    |   00
             6635000 | 00000018 |   0     0   |  0000   |   0    |   00
             6645000 | 00000018 |   1     0   |  1111   |   0    |   00
             6655000 | 00000018 |   1     1   |  1111   |   0    |   00
             6665000 | 00000018 |   0     0   |  1111   |   0    |   00
             6685000 | 00000008 |   1     0   |  0000   |   0    |   00
             6695000 | 00000008 |   1     1   |  0000   |   0    |   00
             6705000 | 00000008 |   0     0   |  0000   |   0    |   00
             6725000 | 0000000c |   1     0   |  0000   |   0    |   00
             6735000 | 0000000c |   1     1   |  0000   |   0    |   00
             6745000 | 0000000c |   0     0   |  0000   |   0    |   00
             6765000 | 00000010 |   1     0   |  0000   |   0    |   00
             6775000 | 00000010 |   1     1   |  0000   |   0    |   00
             6785000 | 00000010 |   0     0   |  0000   |   0    |   00
             6795000 | 00000018 |   1     0   |  1111   |   0    |   00
             6805000 | 00000018 |   1     1   |  1111   |   0    |   00
             6815000 | 00000018 |   0     0   |  1111   |   0    |   00
             6835000 | 00000014 |   1     0   |  0000   |   0    |   00
             6845000 | 00000014 |   1     1   |  0000   |   0    |   00
             6855000 | 00000014 |   0     0   |  0000   |   0    |   00
             6875000 | 00000018 |   1     0   |  0000   |   0    |   00
             6885000 | 00000018 |   1     1   |  0000   |   0    |   00
             6895000 | 00000018 |   0     0   |  0000   |   0    |   00
             6905000 | 00000018 |   1     0   |  1111   |   0    |   00
             6915000 | 00000018 |   1     1   |  1111   |   0    |   00
             6925000 | 00000018 |   0     0   |  1111   |   0    |   00
             6945000 | 00000008 |   1     0   |  0000   |   0    |   00
             6955000 | 00000008 |   1     1   |  0000   |   0    |   00
             6965000 | 00000008 |   0     0   |  0000   |   0    |   00
             6985000 | 0000000c |   1     0   |  0000   |   0    |   00
             6995000 | 0000000c |   1     1   |  0000   |   0    |   00
             7005000 | 0000000c |   0     0   |  0000   |   0    |   00
             7025000 | 00000010 |   1     0   |  0000   |   0    |   00
             7035000 | 00000010 |   1     1   |  0000   |   0    |   00
             7045000 | 00000010 |   0     0   |  0000   |   0    |   00
             7055000 | 00000018 |   1     0   |  1111   |   0    |   00
             7065000 | 00000018 |   1     1   |  1111   |   0    |   00
             7075000 | 00000018 |   0     0   |  1111   |   0    |   00
             7095000 | 00000014 |   1     0   |  0000   |   0    |   00
             7105000 | 00000014 |   1     1   |  0000   |   0    |   00
             7115000 | 00000014 |   0     0   |  0000   |   0    |   00
             7135000 | 00000018 |   1     0   |  0000   |   0    |   00
             7145000 | 00000018 |   1     1   |  0000   |   0    |   00
             7155000 | 00000018 |   0     0   |  0000   |   0    |   00
             7165000 | 00000018 |   1     0   |  1111   |   0    |   00
             7175000 | 00000018 |   1     1   |  1111   |   0    |   00
             7185000 | 00000018 |   0     0   |  1111   |   0    |   00
             7205000 | 00000008 |   1     0   |  0000   |   0    |   00
             7215000 | 00000008 |   1     1   |  0000   |   0    |   00
             7225000 | 00000008 |   0     0   |  0000   |   0    |   00
             7245000 | 0000000c |   1     0   |  0000   |   0    |   00
             7255000 | 0000000c |   1     1   |  0000   |   0    |   00
             7265000 | 0000000c |   0     0   |  0000   |   0    |   00
             7285000 | 00000010 |   1     0   |  0000   |   0    |   00
             7295000 | 00000010 |   1     1   |  0000   |   0    |   00
             7305000 | 00000010 |   0     0   |  0000   |   0    |   00
             7315000 | 00000018 |   1     0   |  1111   |   0    |   00
             7325000 | 00000018 |   1     1   |  1111   |   0    |   00
             7335000 | 00000018 |   0     0   |  1111   |   0    |   00
             7355000 | 00000014 |   1     0   |  0000   |   0    |   00
             7365000 | 00000014 |   1     1   |  0000   |   0    |   00
             7375000 | 00000014 |   0     0   |  0000   |   0    |   00
             7395000 | 00000018 |   1     0   |  0000   |   0    |   00
             7405000 | 00000018 |   1     1   |  0000   |   0    |   00
             7415000 | 00000018 |   0     0   |  0000   |   0    |   00
             7425000 | 00000018 |   1     0   |  1111   |   0    |   00
             7435000 | 00000018 |   1     1   |  1111   |   0    |   00
             7445000 | 00000018 |   0     0   |  1111   |   0    |   00
             7465000 | 00000008 |   1     0   |  0000   |   0    |   00
             7475000 | 00000008 |   1     1   |  0000   |   0    |   00
             7485000 | 00000008 |   0     0   |  0000   |   0    |   00
             7505000 | 0000000c |   1     0   |  0000   |   0    |   00
             7515000 | 0000000c |   1     1   |  0000   |   0    |   00
             7525000 | 0000000c |   0     0   |  0000   |   0    |   00
             7545000 | 00000010 |   1     0   |  0000   |   0    |   00
             7555000 | 00000010 |   1     1   |  0000   |   0    |   00
             7565000 | 00000010 |   0     0   |  0000   |   0    |   00
             7575000 | 00000018 |   1     0   |  1111   |   0    |   00
             7585000 | 00000018 |   1     1   |  1111   |   0    |   00
             7595000 | 00000018 |   0     0   |  1111   |   0    |   00
             7615000 | 00000014 |   1     0   |  0000   |   0    |   00
             7625000 | 00000014 |   1     1   |  0000   |   0    |   00
             7635000 | 00000014 |   0     0   |  0000   |   0    |   00
             7655000 | 00000018 |   1     0   |  0000   |   0    |   00
             7665000 | 00000018 |   1     1   |  0000   |   0    |   00
             7675000 | 00000018 |   0     0   |  0000   |   0    |   00
             7685000 | 00000018 |   1     0   |  1111   |   0    |   00
             7695000 | 00000018 |   1     1   |  1111   |   0    |   00
             7705000 | 00000018 |   0     0   |  1111   |   0    |   00
             7725000 | 00000008 |   1     0   |  0000   |   0    |   00
             7735000 | 00000008 |   1     1   |  0000   |   0    |   00
             7745000 | 00000008 |   0     0   |  0000   |   0    |   00
             7765000 | 0000000c |   1     0   |  0000   |   0    |   00
             7775000 | 0000000c |   1     1   |  0000   |   0    |   00
             7785000 | 0000000c |   0     0   |  0000   |   0    |   00
             7805000 | 00000010 |   1     0   |  0000   |   0    |   00
             7815000 | 00000010 |   1     1   |  0000   |   0    |   00
             7825000 | 00000010 |   0     0   |  0000   |   0    |   00
             7835000 | 00000018 |   1     0   |  1111   |   0    |   00
             7845000 | 00000018 |   1     1   |  1111   |   0    |   00
             7855000 | 00000018 |   0     0   |  1111   |   0    |   00
             7875000 | 00000014 |   1     0   |  0000   |   0    |   00
             7885000 | 00000014 |   1     1   |  0000   |   0    |   00
             7895000 | 00000014 |   0     0   |  0000   |   0    |   00
             7915000 | 00000018 |   1     0   |  0000   |   0    |   00
             7925000 | 00000018 |   1     1   |  0000   |   0    |   00
             7935000 | 00000018 |   0     0   |  0000   |   0    |   00
